time,Pp1,Pp2
86.7,-1.29E-12,-1.29E-12
86.8,-1.29E-12,-1.29E-12
86.9,-1.29E-12,-1.29E-12
87,-1.29E-12,-1.29E-12
87.1,-1.29E-12,-1.29E-12
87.2,-1.29E-12,-1.29E-12
87.3,-1.29E-12,-1.29E-12
87.4,-1.29E-12,-1.29E-12
87.5,-1.29E-12,-1.29E-12
87.6,-1.29E-12,-1.29E-12
87.7,-1.29E-12,-1.29E-12
87.8,-1.29E-12,-1.29E-12
87.9,-1.29E-12,-1.29E-12
88,-1.29E-12,-1.29E-12
88.1,-1.29E-12,-1.29E-12
88.2,-1.29E-12,-1.29E-12
88.3,-1.29E-12,-1.29E-12
88.4,-1.29E-12,-1.29E-12
88.5,-1.29E-12,-1.29E-12
88.6,-1.29E-12,-1.29E-12
88.7,-1.29E-12,-1.29E-12
88.8,-1.29E-12,-1.29E-12
88.9,-1.29E-12,-1.29E-12
89,-1.29E-12,-1.29E-12
89.1,-1.29E-12,-1.29E-12
89.2,-1.29E-12,-1.29E-12
89.3,-1.29E-12,-1.29E-12
89.4,-1.29E-12,-1.29E-12
89.5,-1.29E-12,-1.29E-12
89.6,-1.29E-12,-1.29E-12
89.7,-1.29E-12,-1.29E-12
89.8,-1.29E-12,-1.29E-12
89.9,-1.29E-12,-1.29E-12
90,-1.29E-12,-1.29E-12
90.1,-1.29E-12,-1.29E-12
90.2,-1.29E-12,-1.29E-12
90.3,-1.29E-12,-1.29E-12
90.4,-1.29E-12,-1.29E-12
90.5,-1.29E-12,-1.29E-12
90.6,-1.29E-12,-1.29E-12
90.7,-1.29E-12,-1.29E-12
90.8,-1.29E-12,-1.29E-12
90.9,-1.29E-12,-1.29E-12
91,-1.29E-12,-1.29E-12
91.1,-1.29E-12,-1.29E-12
91.2,-1.29E-12,-1.29E-12
91.3,-1.29E-12,-1.29E-12
91.4,-1.29E-12,-1.29E-12
91.5,-1.29E-12,-1.29E-12
91.6,-1.29E-12,-1.29E-12
91.7,-1.29E-12,-1.29E-12
91.8,-1.29E-12,-1.29E-12
91.9,-1.29E-12,-1.29E-12
92,-1.29E-12,-1.29E-12
92.1,-1.29E-12,-1.29E-12
92.2,-1.29E-12,-1.29E-12
92.3,-1.29E-12,-1.29E-12
92.4,-1.29E-12,-1.29E-12
92.5,-1.29E-12,-1.29E-12
92.6,-1.29E-12,-1.29E-12
92.7,-1.29E-12,-1.29E-12
92.8,-1.29E-12,-1.29E-12
92.9,-1.29E-12,-1.29E-12
93,-1.29E-12,-1.29E-12
93.1,-1.29E-12,-1.29E-12
93.2,-1.29E-12,-1.29E-12
93.3,-1.29E-12,-1.29E-12
93.4,-1.29E-12,-1.29E-12
93.5,-1.29E-12,-1.29E-12
93.6,-1.29E-12,-1.29E-12
93.7,-1.29E-12,-1.29E-12
93.8,-1.29E-12,-1.29E-12
93.9,-1.29E-12,-1.29E-12
94,-1.29E-12,-1.29E-12
94.1,-1.29E-12,-1.29E-12
94.2,-1.29E-12,-1.29E-12
94.3,-1.29E-12,-1.29E-12
94.4,-1.29E-12,-1.29E-12
94.5,-1.29E-12,-1.29E-12
94.6,-1.29E-12,-1.29E-12
94.7,-1.29E-12,-1.29E-12
94.8,-1.29E-12,-1.29E-12
94.9,-1.29E-12,-1.29E-12
95,-1.29E-12,-1.29E-12
95.1,-1.29E-12,-1.29E-12
95.2,-1.29E-12,-1.29E-12
95.3,-1.29E-12,-1.29E-12
95.4,-1.29E-12,-1.29E-12
95.5,-1.29E-12,-1.29E-12
95.6,-1.29E-12,-1.29E-12
95.7,-1.29E-12,-1.29E-12
95.8,-1.29E-12,-1.29E-12
95.9,-1.29E-12,-1.29E-12
96,-1.29E-12,-1.29E-12
96.1,-1.29E-12,-1.29E-12
96.2,-1.29E-12,-1.29E-12
96.3,-1.29E-12,-1.29E-12
96.4,-1.29E-12,-1.29E-12
96.5,-1.29E-12,-1.29E-12
96.6,-1.29E-12,-1.29E-12
96.7,-1.29E-12,-1.29E-12
96.8,-1.29E-12,-1.29E-12
96.9,-1.29E-12,-1.29E-12
97,-1.29E-12,-1.29E-12
97.1,-1.29E-12,-1.29E-12
97.2,-1.29E-12,-1.29E-12
97.3,-1.29E-12,-1.29E-12
97.4,-1.29E-12,-1.29E-12
97.5,-1.29E-12,-1.29E-12
97.6,-1.29E-12,-1.29E-12
97.7,-1.29E-12,-1.29E-12
97.8,-1.29E-12,-1.29E-12
97.9,-1.29E-12,-1.29E-12
98,-1.29E-12,-1.29E-12
98.1,-1.29E-12,-1.29E-12
98.2,-1.29E-12,-1.29E-12
98.3,-1.29E-12,-1.29E-12
98.4,-1.29E-12,-1.29E-12
98.5,-1.29E-12,-1.29E-12
98.6,-1.29E-12,-1.29E-12
98.7,-1.29E-12,-1.29E-12
98.79,-1.29E-12,-1.29E-12
98.79,-8.11E-11,-8.11E-11
98.8,-8.00E-07,-8.00E-07
98.8123,-1.78E-06,-1.78E-06
98.8123,-1.78E-06,-1.78E-06
98.8124,1.79E-06,1.78E-06
98.8124,1.79E-06,1.78E-06
98.9,9.39346,2.81034
99,46.9212,10.2772
99.1,100.83,19.7722
99.2,160.863,30.1402
99.3,222.441,40.9162
99.4,284.171,51.859
99.5,345.747,62.874
99.6,407.147,73.9232
99.7,468.424,84.9897
99.8,529.607,96.067
99.9,590.718,107.153
100,651.785,118.245
100.1,712.825,129.343
100.2,773.883,140.447
100.3,834.94,151.557
100.4,896.034,162.673
100.5,957.138,173.797
100.6,1018.26,184.928
100.7,1079.39,196.067
100.8,1140.53,207.216
100.9,1201.67,218.374
101,1262.81,229.541
101.1,1323.95,240.72
101.2,1385.11,251.909
101.3,1446.28,263.109
101.4,1507.46,274.321
101.5,1568.64,285.546
101.6,1629.84,296.783
101.7,1691.06,308.034
101.8,1752.28,319.299
101.9,1813.52,330.578
102,1874.77,341.872
102.1,1936.04,353.181
102.2,1997.32,364.506
102.3,2058.62,375.847
102.4,2119.94,387.205
102.5,2181.28,398.581
102.6,2242.63,409.974
102.7,2304,421.386
102.8,2365.4,432.816
102.9,2426.8,444.266
103,2488.23,455.736
103.1,2549.68,467.226
103.2,2611.15,478.737
103.3,2672.63,490.269
103.4,2734.15,501.823
103.5,2795.68,513.4
103.6,2857.23,524.999
103.7,2918.81,536.622
103.8,2980.41,548.268
103.9,3042.03,559.939
104,3103.68,571.635
104.1,3165.36,583.356
104.2,3227.05,595.103
104.3,3288.78,606.877
104.4,3350.53,618.677
104.5,3412.3,630.505
104.6,3474.11,642.36
104.7,3535.95,654.244
104.8,3597.81,666.157
104.9,3659.7,678.099
105,3721.62,690.071
105.1,3783.57,702.073
105.2,3845.56,714.106
105.3,3907.57,726.171
105.4,3969.61,738.268
105.5,4031.69,750.396
105.6,4093.8,762.558
105.7,4155.94,774.753
105.8,4218.12,786.982
105.9,4280.33,799.246
106,4342.57,811.544
106.1,4404.85,823.877
106.2,4467.16,836.247
106.3,4529.51,848.653
106.4,4591.9,861.096
106.5,4654.33,873.576
106.6,4716.79,886.094
106.7,4779.28,898.65
106.8,4841.82,911.246
106.9,4904.4,923.88
107,4967.01,936.555
107.1,5029.67,949.27
107.2,5092.36,962.026
107.3,5155.1,974.823
107.4,5217.88,987.662
107.5,5280.7,1000.54
107.6,5343.56,1013.47
107.7,5406.46,1026.44
107.8,5469.41,1039.45
107.9,5532.4,1052.5
108,5595.44,1065.6
108.1,5658.52,1078.75
108.2,5721.64,1091.94
108.3,5784.81,1105.18
108.4,5848.03,1118.47
108.5,5911.29,1131.8
108.6,5974.6,1145.18
108.7,6037.96,1158.61
108.8,6101.37,1172.09
108.9,6164.82,1185.62
109,6228.32,1199.19
109.1,6291.88,1212.82
109.2,6355.48,1226.5
109.3,6419.13,1240.23
109.4,6482.84,1254.01
109.5,6546.59,1267.85
109.6,6610.4,1281.74
109.7,6674.26,1295.68
109.8,6738.18,1309.67
109.9,6802.15,1323.72
110,6866.18,1337.82
110.1,6930.26,1351.98
110.2,6994.4,1366.2
110.3,7058.59,1380.47
110.4,7122.84,1394.8
110.5,7187.14,1409.19
110.6,7251.51,1423.63
110.7,7315.93,1438.13
110.8,7380.41,1452.69
110.9,7444.95,1467.31
111,7509.54,1481.99
111.1,7574.2,1496.74
111.2,7638.92,1511.54
111.3,7703.7,1526.4
111.4,7768.54,1541.33
111.5,7833.44,1556.31
111.6,7898.4,1571.36
111.7,7963.43,1586.48
111.8,8028.52,1601.66
111.9,8093.68,1616.9
112,8158.89,1632.2
112.1,8224.18,1647.58
112.2,8289.53,1663.02
112.3,8354.94,1678.52
112.4,8420.43,1694.09
112.5,8485.97,1709.73
112.6,8551.59,1725.44
112.7,8617.27,1741.21
112.8,8683.03,1757.06
112.9,8748.85,1772.97
113,8814.74,1788.96
113.1,8880.7,1805.01
113.2,8946.73,1821.14
113.3,9012.83,1837.33
113.4,9079.01,1853.6
113.5,9145.25,1869.94
113.6,9211.57,1886.36
113.7,9277.96,1902.84
113.8,9344.43,1919.4
113.9,9410.97,1936.04
114,9477.58,1952.75
114.1,9544.27,1969.54
114.2,9611.04,1986.4
114.3,9677.88,2003.34
114.4,9744.79,2020.35
114.5,9811.79,2037.44
114.6,9878.86,2054.61
114.7,9946.01,2071.86
114.8,10013.2,2089.19
114.9,10080.5,2106.6
115,10147.9,2124.08
115.1,10215.4,2141.65
115.2,10282.9,2159.3
115.3,10350.6,2177.03
115.4,10418.3,2194.84
115.5,10486.1,2212.74
115.6,10554,2230.71
115.7,10621.9,2248.77
115.8,10690,2266.92
115.9,10758.1,2285.15
116,10826.3,2303.46
116.1,10894.6,2321.86
116.2,10963,2340.34
116.3,11031.4,2358.91
116.4,11100,2377.57
116.5,11168.6,2396.32
116.6,11237.4,2415.15
116.7,11482.9,2433.62
116.71,11551.9,2435.35
116.71,11551.9,2435.35
116.8,6721.69,2447.84
116.9,4230.97,2454.25
117,3187.61,2456.94
117.1,2796.84,2457.94
117.2,2629.07,2458.37
117.3,2526.58,2458.64
117.4,2476.86,2458.77
117.5,2455.86,2458.82
117.6,2446.53,2458.84
117.7,2448.26,2458.84
117.8,2450.8,2458.83
117.9,2453.1,2458.83
118,2454.64,2458.82
118.1,2456.17,2458.82
118.2,2457.08,2458.82
118.3,2457.32,2458.82
118.4,2457.55,2458.82
118.5,2457.79,2458.81
118.6,2458.02,2458.81
118.7,2458.26,2458.81
118.8,2458.49,2458.81
118.9,2458.55,2458.81
119,2458.57,2458.81
119.1,2458.59,2458.81
119.2,2458.6,2458.81
119.3,2458.62,2458.81
119.4,2458.64,2458.81
119.5,2458.66,2458.81
119.6,2458.68,2458.81
119.7,2458.7,2458.81
119.8,2458.72,2458.81
119.9,2458.74,2458.81
120,2458.76,2458.81
120.1,2458.78,2458.81
120.2,2458.79,2458.81
120.3,2458.79,2458.81
120.4,2458.79,2458.81
120.5,2458.79,2458.81
120.6,2458.79,2458.81
120.6,2458.79,2458.81
120.6,2458.68,2458.81
120.7,-4099.03,2451.03
120.8,-6868.05,2433.67
120.9,-8061.45,2412.44
121,-8551.7,2389.56
121.1,-8718.22,2366
121.2,-8730.07,2342.2
121.3,-8704.85,2318.44
121.4,-8654.55,2294.76
121.5,-8601.28,2271.22
121.6,-8545.37,2247.81
121.7,-8487.95,2224.54
121.8,-8429.37,2201.4
121.9,-8370.23,2178.4
122,-8310.5,2155.53
122.1,-8250.52,2132.8
122.2,-8190.32,2110.21
122.3,-8129.91,2087.74
122.4,-8069.29,2065.41
122.5,-8008.48,2043.21
122.6,-7947.54,2021.14
122.7,-7886.43,1999.2
122.8,-7825.17,1977.39
122.9,-7763.75,1955.7
123,-7702.24,1934.14
123.1,-7640.6,1912.7
123.2,-7578.84,1891.39
123.3,-7516.95,1870.2
123.4,-7454.94,1849.13
123.5,-7392.82,1828.18
123.6,-7330.58,1807.35
123.7,-7268.22,1786.64
123.8,-7205.74,1766.04
123.9,-7143.15,1745.56
124,-7080.44,1725.2
124.1,-7017.62,1704.95
124.2,-6954.68,1684.81
124.3,-6891.63,1664.78
124.4,-6828.47,1644.87
124.5,-6765.2,1625.06
124.6,-6701.82,1605.37
124.7,-6638.33,1585.78
124.8,-6574.74,1566.29
124.9,-6511.03,1546.92
125,-6447.23,1527.64
125.1,-6383.31,1508.47
125.2,-6319.3,1489.4
125.3,-6255.18,1470.44
125.4,-6190.96,1451.57
125.5,-6126.65,1432.8
125.6,-6062.23,1414.13
125.7,-5997.72,1395.55
125.8,-5933.1,1377.07
125.9,-5868.4,1358.69
126,-5803.6,1340.4
126.1,-5738.7,1322.2
126.2,-5673.72,1304.09
126.3,-5608.64,1286.08
126.4,-5543.47,1268.15
126.5,-5478.21,1250.31
126.6,-5412.87,1232.56
126.7,-5347.43,1214.89
126.8,-5281.92,1197.31
126.9,-5216.31,1179.81
127,-5150.62,1162.39
127.1,-5084.85,1145.06
127.2,-5019,1127.8
127.3,-4953.07,1110.63
127.4,-4887.06,1093.54
127.5,-4820.97,1076.52
127.6,-4754.8,1059.57
127.7,-4688.56,1042.71
127.8,-4622.24,1025.92
127.9,-4555.85,1009.2
128,-4489.38,992.548
128.1,-4422.84,975.971
128.2,-4356.23,959.464
128.3,-4289.55,943.025
128.4,-4222.81,926.655
128.5,-4155.99,910.35
128.6,-4089.11,894.112
128.7,-4022.16,877.937
128.8,-3955.15,861.827
128.9,-3888.08,845.778
129,-3820.94,829.79
129.1,-3753.74,813.863
129.2,-3686.48,797.995
129.3,-3619.17,782.185
129.4,-3551.79,766.431
129.5,-3484.36,750.734
129.6,-3416.87,735.091
129.7,-3349.33,719.502
129.8,-3281.73,703.965
129.9,-3214.08,688.48
130,-3146.38,673.045
130.1,-3078.63,657.66
130.2,-3010.83,642.323
130.3,-2942.98,627.034
130.4,-2875.08,611.79
130.5,-2807.14,596.591
130.6,-2739.15,581.437
130.7,-2671.12,566.325
130.8,-2603.05,551.255
130.9,-2534.93,536.226
131,-2466.77,521.237
131.1,-2398.58,506.286
131.2,-2330.34,491.373
131.3,-2262.07,476.496
131.4,-2193.76,461.655
131.5,-2125.41,446.848
131.6,-2057.04,432.074
131.7,-1988.62,417.333
131.8,-1920.18,402.622
131.9,-1851.7,387.941
132,-1783.2,373.29
132.1,-1714.66,358.666
132.2,-1646.1,344.069
132.3,-1577.51,329.498
132.4,-1508.9,314.951
132.5,-1440.26,300.428
132.6,-1371.59,285.927
132.7,-1302.91,271.448
132.8,-1234.2,256.989
132.9,-1165.48,242.549
133,-1096.73,228.127
133.1,-1027.96,213.723
133.2,-959.183,199.334
133.3,-890.385,184.961
133.4,-821.572,170.601
133.5,-752.746,156.254
133.6,-683.907,141.919
133.7,-615.056,127.594
133.8,-546.194,113.279
133.9,-477.323,98.9729
134,-408.443,84.6737
134.1,-339.556,70.3809
134.2,-270.662,56.0933
134.3,-201.763,41.8098
134.4,-132.86,27.5295
134.49,-70.8697,14.6814
134.49,-70.8697,14.6814
134.5,-58.058,13.3111
134.6,-5.84789,4.3925
134.7,-0.0108235,0.533935
134.724,-2.88E-07,-1.78E-06
134.724,-1.29E-12,-1.29E-12
134.8,-1.29E-12,-1.29E-12
134.9,-1.29E-12,-1.29E-12
135,-1.29E-12,-1.29E-12
135.1,-1.29E-12,-1.29E-12
135.2,-1.29E-12,-1.29E-12
135.3,-1.29E-12,-1.29E-12
135.4,-1.29E-12,-1.29E-12
135.5,-1.29E-12,-1.29E-12
135.6,-1.29E-12,-1.29E-12
135.7,-1.29E-12,-1.29E-12
135.8,-1.29E-12,-1.29E-12
135.9,-1.29E-12,-1.29E-12
136,-1.29E-12,-1.29E-12
136.1,-1.29E-12,-1.29E-12
136.2,-1.29E-12,-1.29E-12
136.3,-1.29E-12,-1.29E-12
136.4,-1.29E-12,-1.29E-12
136.5,-1.29E-12,-1.29E-12
136.6,-1.29E-12,-1.29E-12
136.7,-1.29E-12,-1.29E-12
136.8,-1.29E-12,-1.29E-12
136.9,-1.29E-12,-1.29E-12
137,-1.29E-12,-1.29E-12
137.1,-1.29E-12,-1.29E-12
137.2,-1.29E-12,-1.29E-12
137.3,-1.29E-12,-1.29E-12
137.4,-1.29E-12,-1.29E-12
137.5,-1.29E-12,-1.29E-12
137.6,-1.29E-12,-1.29E-12
137.7,-1.29E-12,-1.29E-12
137.8,-1.29E-12,-1.29E-12
137.9,-1.29E-12,-1.29E-12
138,-1.29E-12,-1.29E-12
138.1,-1.29E-12,-1.29E-12
138.2,-1.29E-12,-1.29E-12
138.3,-1.29E-12,-1.29E-12
138.4,-1.29E-12,-1.29E-12
138.5,-1.29E-12,-1.29E-12
138.6,-1.29E-12,-1.29E-12
138.7,-1.29E-12,-1.29E-12
138.8,-1.29E-12,-1.29E-12
138.9,-1.29E-12,-1.29E-12
139,-1.29E-12,-1.29E-12
139.1,-1.29E-12,-1.29E-12
139.2,-1.29E-12,-1.29E-12
139.3,-1.29E-12,-1.29E-12
139.4,-1.29E-12,-1.29E-12
139.5,-1.29E-12,-1.29E-12
139.6,-1.29E-12,-1.29E-12
139.7,-1.29E-12,-1.29E-12
139.8,-1.29E-12,-1.29E-12
139.9,-1.29E-12,-1.29E-12
140,-1.29E-12,-1.29E-12
140.1,-1.29E-12,-1.29E-12
140.2,-1.29E-12,-1.29E-12
140.3,-1.29E-12,-1.29E-12
140.4,-1.29E-12,-1.29E-12
140.5,-1.29E-12,-1.29E-12
140.6,-1.29E-12,-1.29E-12
140.7,-1.29E-12,-1.29E-12
140.8,-1.29E-12,-1.29E-12
140.9,-1.29E-12,-1.29E-12
141,-1.29E-12,-1.29E-12
141.1,-1.29E-12,-1.29E-12
141.2,-1.29E-12,-1.29E-12
141.3,-1.29E-12,-1.29E-12
141.4,-1.29E-12,-1.29E-12
141.5,-1.29E-12,-1.29E-12
141.6,-1.29E-12,-1.29E-12
141.7,-1.29E-12,-1.29E-12
141.8,-1.29E-12,-1.29E-12
141.9,-1.29E-12,-1.29E-12
142,-1.29E-12,-1.29E-12
142.1,-1.29E-12,-1.29E-12
142.2,-1.29E-12,-1.29E-12
142.3,-1.29E-12,-1.29E-12
142.4,-1.29E-12,-1.29E-12
142.5,-1.29E-12,-1.29E-12
142.6,-1.29E-12,-1.29E-12
142.7,-1.29E-12,-1.29E-12
142.8,-1.29E-12,-1.29E-12
142.9,-1.29E-12,-1.29E-12
143,-1.29E-12,-1.29E-12
143.1,-1.29E-12,-1.29E-12
143.2,-1.29E-12,-1.29E-12
143.3,-1.29E-12,-1.29E-12
143.4,-1.29E-12,-1.29E-12
143.5,-1.29E-12,-1.29E-12
143.6,-1.29E-12,-1.29E-12
143.7,-1.29E-12,-1.29E-12
143.8,-1.29E-12,-1.29E-12
143.9,-1.29E-12,-1.29E-12
144,-1.29E-12,-1.29E-12
144.1,-1.29E-12,-1.29E-12
144.2,-1.29E-12,-1.29E-12
144.3,-1.29E-12,-1.29E-12
144.4,-1.29E-12,-1.29E-12
144.5,-1.29E-12,-1.29E-12
144.6,-1.29E-12,-1.29E-12
144.7,-1.29E-12,-1.29E-12
144.8,-1.29E-12,-1.29E-12
144.9,-1.29E-12,-1.29E-12
145,-1.29E-12,-1.29E-12
145.1,-1.29E-12,-1.29E-12
145.2,-1.29E-12,-1.29E-12
145.3,-1.29E-12,-1.29E-12
145.4,-1.29E-12,-1.29E-12
145.5,-1.29E-12,-1.29E-12
145.6,-1.29E-12,-1.29E-12
145.7,-1.29E-12,-1.29E-12
145.8,-1.29E-12,-1.29E-12
145.9,-1.29E-12,-1.29E-12
146,-1.29E-12,-1.29E-12
146.1,-1.29E-12,-1.29E-12
146.2,-1.29E-12,-1.29E-12
146.3,-1.29E-12,-1.29E-12
146.4,-1.29E-12,-1.29E-12
146.5,-1.29E-12,-1.29E-12
146.6,-1.29E-12,-1.29E-12
146.7,-1.29E-12,-1.29E-12
146.8,-1.29E-12,-1.29E-12
146.9,-1.29E-12,-1.29E-12
147,-1.29E-12,-1.29E-12
147.1,-1.29E-12,-1.29E-12
147.2,-1.29E-12,-1.29E-12
147.3,-1.29E-12,-1.29E-12
147.4,-1.29E-12,-1.29E-12
147.5,-1.29E-12,-1.29E-12
147.6,-1.29E-12,-1.29E-12
147.7,-1.29E-12,-1.29E-12
147.8,-1.29E-12,-1.29E-12
147.9,-1.29E-12,-1.29E-12
148,-1.29E-12,-1.29E-12
148.1,-1.29E-12,-1.29E-12
148.2,-1.29E-12,-1.29E-12
148.3,-1.29E-12,-1.29E-12
148.4,-1.29E-12,-1.29E-12
148.5,-1.29E-12,-1.29E-12
148.6,-1.29E-12,-1.29E-12
148.7,-1.29E-12,-1.29E-12
148.8,-1.29E-12,-1.29E-12
148.9,-1.29E-12,-1.29E-12
149,-1.29E-12,-1.29E-12
149.1,-1.29E-12,-1.29E-12
149.2,-1.29E-12,-1.29E-12
149.3,-1.29E-12,-1.29E-12
149.4,-1.29E-12,-1.29E-12
149.5,-1.29E-12,-1.29E-12
149.6,-1.29E-12,-1.29E-12
149.7,-1.29E-12,-1.29E-12
149.8,-1.29E-12,-1.29E-12
149.9,-1.29E-12,-1.29E-12
150,-1.29E-12,-1.29E-12
150,-1.29E-12,-1.29E-12
150,-2.02E-10,-2.02E-10
150.013,-1.78E-06,-1.78E-06
150.013,-1.78E-06,-1.78E-06
150.013,1.79E-06,1.78E-06
150.013,1.79E-06,1.78E-06
150.1,22.1945,4.56656
150.2,116.965,16.9108
150.3,255.259,32.6662
150.4,409.622,49.9083
150.5,567.91,67.8255
150.6,726.371,86.0317
150.7,884.368,104.362
150.8,1041.9,122.756
150.9,1199.13,141.188
151,1356.01,159.652
151.1,1512.75,178.14
151.2,1669.41,196.653
151.3,1826.09,215.191
151.4,1982.77,233.757
151.5,2139.45,252.352
151.6,2296.14,270.978
151.7,2452.87,289.638
151.8,2609.63,308.334
151.9,2766.43,327.068
152,2923.27,345.843
152.1,3080.15,364.66
152.2,3237.07,383.523
152.3,3394.04,402.433
152.4,3551.06,421.393
152.5,3708.12,440.405
152.6,3865.24,459.472
152.7,4022.41,478.595
152.8,4179.64,497.777
152.9,4336.92,517.021
153,4494.27,536.328
153.1,4651.68,555.701
153.2,4809.16,575.142
153.3,4966.71,594.654
153.4,5124.33,614.238
153.5,5282.02,633.898
153.6,5439.78,653.635
153.7,5597.63,673.452
153.8,5755.55,693.35
153.9,5913.56,713.333
154,6071.65,733.403
154.1,6229.83,753.561
154.2,6388.1,773.811
154.3,6546.47,794.154
154.4,6704.92,814.594
154.5,6863.47,835.131
154.6,7022.12,855.768
154.7,7180.86,876.509
154.8,7339.71,897.354
154.9,7498.67,918.307
155,7657.73,939.369
155.1,7816.9,960.543
155.2,7976.19,981.832
155.3,8135.58,1003.24
155.39,8306.86,1022.5
155.39,8306.86,1022.5
155.4,7739.07,1024.58
155.5,3971.72,1038.21
155.6,2336.68,1044.03
155.7,1623.03,1046.56
155.8,1303.43,1047.69
155.9,1159.58,1048.2
156,1092.99,1048.43
156.1,1067.22,1048.53
156.2,1055.28,1048.57
156.3,1050.65,1048.58
156.4,1047.82,1048.59
156.5,1047.32,1048.6
156.6,1047.6,1048.59
156.7,1047.88,1048.59
156.8,1048.16,1048.59
156.9,1048.28,1048.59
157,1048.32,1048.59
157.1,1048.36,1048.59
157.2,1048.4,1048.59
157.3,1048.44,1048.59
157.4,1048.48,1048.59
157.5,1048.51,1048.59
157.6,1048.55,1048.59
157.7,1048.55,1048.59
157.8,1048.55,1048.59
157.9,1048.55,1048.59
158,1048.56,1048.59
158.1,1048.56,1048.59
158.2,1048.56,1048.59
158.3,1048.57,1048.59
158.4,1048.57,1048.59
158.5,1048.57,1048.59
158.6,1048.57,1048.59
158.7,1048.58,1048.59
158.8,1048.58,1048.59
158.9,1048.58,1048.59
159,1048.59,1048.59
159.1,1048.59,1048.59
159.2,1048.59,1048.59
159.3,1048.59,1048.59
159.4,1048.59,1048.59
159.5,1048.59,1048.59
159.6,1048.59,1048.59
159.7,1048.59,1048.59
159.8,1048.59,1048.59
159.9,1048.59,1048.59
160,1048.59,1048.59
160.1,1048.59,1048.59
160.2,1048.59,1048.59
160.3,1048.59,1048.59
160.4,1048.59,1048.59
160.5,1048.59,1048.59
160.6,1048.59,1048.59
160.7,1048.59,1048.59
160.8,1048.59,1048.59
160.9,1048.59,1048.59
161,1048.59,1048.59
161.1,1048.59,1048.59
161.2,1048.59,1048.59
161.3,1048.59,1048.59
161.4,1048.59,1048.59
161.5,1048.59,1048.59
161.6,1048.59,1048.59
161.7,1048.59,1048.59
161.8,1048.59,1048.59
161.9,1048.59,1048.59
162,1048.59,1048.59
162.1,1048.59,1048.59
162.2,1048.59,1048.59
162.3,1048.59,1048.59
162.4,1048.59,1048.59
162.5,1048.59,1048.59
162.6,1048.59,1048.59
162.7,1048.59,1048.59
162.8,1048.59,1048.59
162.9,1048.59,1048.59
163,1048.59,1048.59
163.1,1048.59,1048.59
163.2,1048.59,1048.59
163.3,1048.59,1048.59
163.4,1048.59,1048.59
163.5,1048.59,1048.59
163.6,1048.59,1048.59
163.7,1048.59,1048.59
163.8,1048.59,1048.59
163.9,1048.59,1048.59
164,1048.59,1048.59
164.1,1048.59,1048.59
164.2,1048.59,1048.59
164.3,1048.59,1048.59
164.4,1048.59,1048.59
164.5,1048.59,1048.59
164.6,1048.59,1048.59
164.7,1048.59,1048.59
164.8,1048.59,1048.59
164.9,1048.59,1048.59
165,1048.59,1048.59
165.1,1048.59,1048.59
165.2,1048.59,1048.59
165.3,1048.59,1048.59
165.4,1048.59,1048.59
165.5,1048.59,1048.59
165.6,1048.59,1048.59
165.7,1048.59,1048.59
165.8,1048.59,1048.59
165.9,1048.59,1048.59
166,1048.59,1048.59
166.1,1048.59,1048.59
166.2,1048.59,1048.59
166.3,1048.59,1048.59
166.4,1048.59,1048.59
166.5,1048.59,1048.59
166.6,1048.59,1048.59
166.7,1048.59,1048.59
166.8,1048.59,1048.59
166.9,1048.59,1048.59
167,1048.59,1048.59
167.1,1048.59,1048.59
167.2,1048.59,1048.59
167.22,1048.59,1048.59
167.22,1048.51,1048.59
167.3,-1759.96,1045
167.4,-3385.84,1034.03
167.5,-4035.26,1019.75
167.6,-4278.7,1004.14
167.7,-4352.82,988.022
167.8,-4355.46,971.721
167.9,-4316.9,955.344
168,-4262.83,938.98
168.1,-4200.56,922.653
168.2,-4136.51,906.387
168.3,-4070.71,890.179
168.4,-4003.37,874.031
168.5,-3936.01,857.945
168.6,-3868.84,841.922
168.7,-3801.65,825.96
168.8,-3734.47,810.058
168.9,-3667.25,794.215
169,-3599.99,778.429
169.1,-3532.68,762.701
169.2,-3465.34,747.027
169.3,-3397.94,731.408
169.4,-3330.48,715.843
169.5,-3262.98,700.33
169.6,-3195.42,684.868
169.7,-3127.82,669.456
169.8,-3060.16,654.093
169.9,-2992.47,638.778
170,-2924.72,623.51
170.1,-2856.93,608.288
170.2,-2789.09,593.111
170.3,-2721.2,577.977
170.4,-2653.27,562.886
170.5,-2585.3,547.836
170.6,-2517.29,532.827
170.7,-2449.23,517.857
170.8,-2381.14,502.926
170.9,-2313.01,488.032
171,-2244.83,473.174
171.1,-2176.63,458.351
171.2,-2108.38,443.562
171.3,-2040.11,428.806
171.4,-1971.8,414.082
171.5,-1903.46,399.389
171.6,-1835.08,384.725
171.7,-1766.68,370.09
171.8,-1698.25,355.483
171.9,-1629.79,340.902
172,-1561.3,326.347
172.1,-1492.79,311.815
172.2,-1424.26,297.308
172.3,-1355.7,282.822
172.4,-1287.12,268.358
172.5,-1218.51,253.913
172.6,-1149.89,239.488
172.7,-1081.25,225.08
172.8,-1012.59,210.69
172.9,-943.916,196.315
173,-875.224,181.955
173.1,-806.518,167.608
173.2,-737.798,153.274
173.3,-669.065,138.951
173.4,-600.321,124.639
173.5,-531.567,110.336
173.6,-462.803,96.0415
173.7,-394.031,81.754
