time,Pp1,Pp2
173.8,-325.252,67.4726
173.9,-256.467,53.1962
174,-187.677,38.9238
174.1,-118.882,24.6542
174.17,-70.8184,14.6762
174.17,-70.8184,14.6762
174.2,-38.4644,10.8796
174.3,-3.22211,3.32569
174.4,0.00874323,0.0624886
174.403,-2.88E-07,-1.78E-06
174.403,-1.29E-12,-1.29E-12
174.5,-1.29E-12,-1.29E-12
174.6,-1.29E-12,-1.29E-12
174.7,-1.29E-12,-1.29E-12
174.8,-1.29E-12,-1.29E-12
174.9,-1.29E-12,-1.29E-12
175,-1.29E-12,-1.29E-12
175.1,-1.29E-12,-1.29E-12
175.2,-1.29E-12,-1.29E-12
175.3,-1.29E-12,-1.29E-12
175.4,-1.29E-12,-1.29E-12
175.5,-1.29E-12,-1.29E-12
175.6,-1.29E-12,-1.29E-12
175.7,-1.29E-12,-1.29E-12
175.8,-1.29E-12,-1.29E-12
175.9,-1.29E-12,-1.29E-12
176,-1.29E-12,-1.29E-12
176.1,-1.29E-12,-1.29E-12
176.2,-1.29E-12,-1.29E-12
176.3,-1.29E-12,-1.29E-12
176.4,-1.29E-12,-1.29E-12
176.5,-1.29E-12,-1.29E-12
176.6,-1.29E-12,-1.29E-12
176.7,-1.29E-12,-1.29E-12
176.8,-1.29E-12,-1.29E-12
176.9,-1.29E-12,-1.29E-12
177,-1.29E-12,-1.29E-12
177.1,-1.29E-12,-1.29E-12
177.2,-1.29E-12,-1.29E-12
177.3,-1.29E-12,-1.29E-12
177.4,-1.29E-12,-1.29E-12
177.5,-1.29E-12,-1.29E-12
177.6,-1.29E-12,-1.29E-12
177.7,-1.29E-12,-1.29E-12
177.8,-1.29E-12,-1.29E-12
177.9,-1.29E-12,-1.29E-12
178,-1.29E-12,-1.29E-12
178.1,-1.29E-12,-1.29E-12
178.2,-1.29E-12,-1.29E-12
178.3,-1.29E-12,-1.29E-12
178.4,-1.29E-12,-1.29E-12
178.5,-1.29E-12,-1.29E-12
178.6,-1.29E-12,-1.29E-12
178.7,-1.29E-12,-1.29E-12
178.8,-1.29E-12,-1.29E-12
178.9,-1.29E-12,-1.29E-12
179,-1.29E-12,-1.29E-12
179.1,-1.29E-12,-1.29E-12
179.2,-1.29E-12,-1.29E-12
179.3,-1.29E-12,-1.29E-12
179.4,-1.29E-12,-1.29E-12
179.5,-1.29E-12,-1.29E-12
179.6,-1.29E-12,-1.29E-12
179.7,-1.29E-12,-1.29E-12
179.8,-1.29E-12,-1.29E-12
179.9,-1.29E-12,-1.29E-12
180,-1.29E-12,-1.29E-12
180.1,-1.29E-12,-1.29E-12
180.2,-1.29E-12,-1.29E-12
180.3,-1.29E-12,-1.29E-12
180.4,-1.29E-12,-1.29E-12
180.5,-1.29E-12,-1.29E-12
180.6,-1.29E-12,-1.29E-12
180.7,-1.29E-12,-1.29E-12
180.8,-1.29E-12,-1.29E-12
180.9,-1.29E-12,-1.29E-12
181,-1.29E-12,-1.29E-12
181.1,-1.29E-12,-1.29E-12
181.2,-1.29E-12,-1.29E-12
181.3,-1.29E-12,-1.29E-12
181.4,-1.29E-12,-1.29E-12
181.5,-1.29E-12,-1.29E-12
181.6,-1.29E-12,-1.29E-12
181.7,-1.29E-12,-1.29E-12
181.8,-1.29E-12,-1.29E-12
181.9,-1.29E-12,-1.29E-12
182,-1.29E-12,-1.29E-12
182.1,-1.29E-12,-1.29E-12
182.2,-1.29E-12,-1.29E-12
182.3,-1.29E-12,-1.29E-12
182.4,-1.29E-12,-1.29E-12
182.5,-1.29E-12,-1.29E-12
182.6,-1.29E-12,-1.29E-12
182.7,-1.29E-12,-1.29E-12
182.8,-1.29E-12,-1.29E-12
182.9,-1.29E-12,-1.29E-12
183,-1.29E-12,-1.29E-12
183.1,-1.29E-12,-1.29E-12
183.2,-1.29E-12,-1.29E-12
183.3,-1.29E-12,-1.29E-12
183.4,-1.29E-12,-1.29E-12
183.5,-1.29E-12,-1.29E-12
183.6,-1.29E-12,-1.29E-12
183.7,-1.29E-12,-1.29E-12
183.8,-1.29E-12,-1.29E-12
183.9,-1.29E-12,-1.29E-12
184,-1.29E-12,-1.29E-12
184.1,-1.29E-12,-1.29E-12
184.2,-1.29E-12,-1.29E-12
184.3,-1.29E-12,-1.29E-12
184.4,-1.29E-12,-1.29E-12
184.5,-1.29E-12,-1.29E-12
184.6,-1.29E-12,-1.29E-12
184.7,-1.29E-12,-1.29E-12
184.8,-1.29E-12,-1.29E-12
184.9,-1.29E-12,-1.29E-12
185,-1.29E-12,-1.29E-12
185.1,-1.29E-12,-1.29E-12
185.2,-1.29E-12,-1.29E-12
185.3,-1.29E-12,-1.29E-12
185.4,-1.29E-12,-1.29E-12
185.5,-1.29E-12,-1.29E-12
185.6,-1.29E-12,-1.29E-12
185.7,-1.29E-12,-1.29E-12
185.8,-1.29E-12,-1.29E-12
185.9,-1.29E-12,-1.29E-12
186,-1.29E-12,-1.29E-12
186.1,-1.29E-12,-1.29E-12
186.2,-1.29E-12,-1.29E-12
186.3,-1.29E-12,-1.29E-12
186.4,-1.29E-12,-1.29E-12
186.5,-1.29E-12,-1.29E-12
186.6,-1.29E-12,-1.29E-12
186.7,-1.29E-12,-1.29E-12
186.8,-1.29E-12,-1.29E-12
186.9,-1.29E-12,-1.29E-12
187,-1.29E-12,-1.29E-12
187.1,-1.29E-12,-1.29E-12
187.2,-1.29E-12,-1.29E-12
187.3,-1.29E-12,-1.29E-12
187.4,-1.29E-12,-1.29E-12
187.5,-1.29E-12,-1.29E-12
187.6,-1.29E-12,-1.29E-12
187.7,-1.29E-12,-1.29E-12
187.8,-1.29E-12,-1.29E-12
187.9,-1.29E-12,-1.29E-12
188,-1.29E-12,-1.29E-12
188.1,-1.29E-12,-1.29E-12
188.2,-1.29E-12,-1.29E-12
188.3,-1.29E-12,-1.29E-12
188.4,-1.29E-12,-1.29E-12
188.5,-1.29E-12,-1.29E-12
188.6,-1.29E-12,-1.29E-12
188.7,-1.29E-12,-1.29E-12
188.8,-1.29E-12,-1.29E-12
188.9,-1.29E-12,-1.29E-12
189,-1.29E-12,-1.29E-12
189.1,-1.29E-12,-1.29E-12
189.2,-1.29E-12,-1.29E-12
189.3,-1.29E-12,-1.29E-12
189.4,-1.29E-12,-1.29E-12
189.5,-1.29E-12,-1.29E-12
189.6,-1.29E-12,-1.29E-12
189.7,-1.29E-12,-1.29E-12
189.8,-1.29E-12,-1.29E-12
189.9,-1.29E-12,-1.29E-12
190,-1.29E-12,-1.29E-12
190.1,-1.29E-12,-1.29E-12
190.2,-1.29E-12,-1.29E-12
190.3,-1.29E-12,-1.29E-12
190.4,-1.29E-12,-1.29E-12
190.5,-1.29E-12,-1.29E-12
190.6,-1.29E-12,-1.29E-12
190.7,-1.29E-12,-1.29E-12
190.8,-1.29E-12,-1.29E-12
190.9,-1.29E-12,-1.29E-12
191,-1.29E-12,-1.29E-12
191.1,-1.29E-12,-1.29E-12
191.2,-1.29E-12,-1.29E-12
191.3,-1.29E-12,-1.29E-12
191.4,-1.29E-12,-1.29E-12
191.5,-1.29E-12,-1.29E-12
191.6,-1.29E-12,-1.29E-12
191.7,-1.29E-12,-1.29E-12
191.8,-1.29E-12,-1.29E-12
191.9,-1.29E-12,-1.29E-12
192,-1.29E-12,-1.29E-12
192.1,-1.29E-12,-1.29E-12
192.2,-1.29E-12,-1.29E-12
192.3,-1.29E-12,-1.29E-12
192.4,-1.29E-12,-1.29E-12
192.5,-1.29E-12,-1.29E-12
192.6,-1.29E-12,-1.29E-12
192.7,-1.29E-12,-1.29E-12
192.8,-1.29E-12,-1.29E-12
192.9,-1.29E-12,-1.29E-12
193,-1.29E-12,-1.29E-12
193.1,-1.29E-12,-1.29E-12
193.2,-1.29E-12,-1.29E-12
193.3,-1.29E-12,-1.29E-12
193.4,-1.29E-12,-1.29E-12
193.5,-1.29E-12,-1.29E-12
193.6,-1.29E-12,-1.29E-12
193.7,-1.29E-12,-1.29E-12
193.8,-1.29E-12,-1.29E-12
193.9,-1.29E-12,-1.29E-12
194,-1.29E-12,-1.29E-12
194.1,-1.29E-12,-1.29E-12
194.17,-1.29E-12,-1.29E-12
194.17,-1.95E-10,-1.95E-10
194.188,-1.78E-06,-1.78E-06
194.188,-1.78E-06,-1.78E-06
194.188,1.79E-06,1.78E-06
194.188,1.79E-06,1.78E-06
194.2,0.122439,0.0797511
194.3,23.6977,5.37946
194.4,87.3651,15.4714
194.5,170.966,27.6194
194.6,261.435,40.6638
194.7,353.333,54.1219
194.8,445.165,67.7518
194.9,536.728,81.4545
195,628.067,95.1925
195.1,719.209,108.952
195.2,810.294,122.725
195.3,901.297,136.51
195.4,992.28,150.306
195.5,1083.24,164.113
195.6,1174.18,177.932
195.7,1265.12,191.765
195.8,1356.05,205.61
195.9,1447,219.47
196,1537.97,233.345
196.1,1628.96,247.236
196.2,1719.96,261.145
196.3,1810.97,275.071
196.4,1902.01,289.017
196.5,1993.06,302.983
196.6,2084.13,316.969
196.7,2175.22,330.978
196.8,2266.33,345.009
196.9,2357.47,359.065
197,2448.64,373.145
197.1,2539.83,387.251
197.2,2631.04,401.384
197.3,2722.29,415.544
197.4,2813.56,429.733
197.5,2904.86,443.952
197.6,2996.2,458.201
197.7,3087.56,472.482
197.8,3178.95,486.796
197.9,3270.38,501.143
198,3361.84,515.525
198.1,3453.33,529.941
198.2,3544.86,544.395
198.3,3636.42,558.885
198.4,3728.03,573.414
198.5,3819.67,587.982
198.6,3911.35,602.591
198.7,4003.07,617.24
198.8,4094.83,631.932
198.9,4186.63,646.666
199,4278.48,661.445
199.1,4370.37,676.269
199.2,4462.31,691.139
199.3,4554.3,706.055
199.4,4646.33,721.02
199.5,4738.41,736.033
199.6,4830.53,751.097
199.7,4922.71,766.211
199.8,5014.93,781.376
199.9,5107.21,796.595
200,5199.54,811.867
200,5199.54,811.867
